Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة شقة,سعد المشيقح,15/01/2021,Friday,21:00,شقة,الرياض, الغدير, الملك عبد العزيز,سيارة,"النوع SUV , اللون رصاصي",لا,تسلق الجدار," $73,555.00 ",مجهول,نعم,معروف,نعم,حنطية,غير معروف,27-32,نعم,,أنا سعد المشيقح أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44211 الوقت 21:00 في حي الغدير شارع الملك عبد العزيز تمت سرقة سيارة بقيمة 73555 ريال سعودي
حادثة سرقة شقة,هاجر القطحاني,10/10/2021,Sunday,13:43,شقة,الرياض, غرناطة, تركي الأول,مبلغ مادي,المبلغ 12111,لا,تسلق الجدار," $12,111.00 ",مجهول,نعم,مجهول,نعم,سمراء,هندي,21-26,نعم,,أنا هاجر القطحاني أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44479 الوقت 13:43 في حي غرناطة شارع تركي الأول تمت سرقة مبلغ مادي بقيمة 12111 ريال سعودي
حادثة سرقة قصر,نايف الخميسي,24/12/2021,Friday,1:00,قصر,الرياض, الياسمين, الأمير سلطان بن عبد العزيز,سيارة,"النوع كوبيه, اللون أزرق",لا,وجود مفتاح ," $89,037.00 ",مشكوك فيه,لا,معروف,نعم,سمراء,هندي,21-26,نعم,,أنا نايف الخميسي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44554 الوقت 01:00 في حي الياسمين شارع الأمير سلطان بن عبد العزيز تمت سرقة سيارة بقيمة 89037 ريال سعودي
حادثة سرقة استراحة,نايف الخميسي,20/12/2021,Monday,17:20,استراحة,الرياض, قرطبة, الشيخ جابر الأحمد الصباح,سيارة,"النوع كوبيه, اللون أسود",نعم,غير معروف," $95,926.00 ",مشكوك فيه,لا,معروف,لا,حنطية,غير معروف,33-50,لا,,أنا نايف الخميسي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44550 الوقت 17:20 في حي قرطبة شارع الشيخ جابر الأحمد الصباح تمت سرقة سيارة بقيمة 95926 ريال سعودي
حادثة سرقة منزل,نايف النفيسة,28/12/2021,Tuesday,16:33,منزل,الرياض, الملك فهد, العليا,جهاز منزلي,"النوع كنب, اللون أسود",نعم,غير معروف," $87,656.00 ",مجهول,نعم,معروف,نعم,حنطية,غير معروف,21-26,لا,,أنا نايف النفيسة أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44558 الوقت 16:33 في حي الملك فهد شارع العليا تمت سرقة جهاز منزلي بقيمة 87656 ريال سعودي
حادثة سرقة شقة,في الرصيص,25/02/2021,Thursday,21:02,شقة,الرياض, النخيل, العليا,جهاز منزلي,"النوع كنب, اللون برتقالي",لا,غير معروف," $28,088.00 ",معروف,نعم,معروف,نعم,حنطية,غير معروف,50+,لا,,أنا في الرصيص أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44252 الوقت 21:02 في حي النخيل شارع العليا تمت سرقة جهاز منزلي بقيمة 28088 ريال سعودي
حادثة سرقة استراحة,محمد الجريش,02/07/2021,Friday,17:48,استراحة,الرياض, الجنادرية, خريص,ذهب,"النوع سبيكة, العيار 22",نعم,وجود مفتاح ," $3,286.00 ",مجهول,نعم,معروف,لا,حنطية,غير معروف,15-20,لا,,أنا محمد الجريش أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44379 الوقت 17:48 في حي الجنادرية شارع خريص تمت سرقة ذهب بقيمة 3286 ريال سعودي
حادثة سرقة منزل,هاجر الرصيص,30/07/2021,Friday,20:05,منزل,الرياض, الإزدهار, الأمير بدر بن عبد العزيز,سيارة,"النوع فان, اللون رصاصي",لا,غير معروف," $94,584.00 ",مشكوك فيه,نعم,مجهول,لا,حنطية,غير معروف,33-50,نعم,,أنا هاجر الرصيص أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44407 الوقت 20:05 في حي الإزدهار شارع الأمير بدر بن عبد العزيز تمت سرقة سيارة بقيمة 94584 ريال سعودي
حادثة سرقة استراحة,منى  المشيقح,25/11/2021,Thursday,5:32,استراحة,الرياض, أم الحمام الشرقي, الإمام سعود بن عبد العزيز بن محمد,مبلغ مادي,المبلغ 59650,لا,غير معروف," $59,650.00 ",مجهول,لا,مجهول,لا,بيضاء,صومالي ,21-26,لا,,أنا منى  المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44525 الوقت 05:32 في حي أم الحمام الشرقي شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة مبلغ مادي بقيمة 59650 ريال سعودي
حادثة سرقة استراحة,تركي الرصيص,01/08/2021,Sunday,16:35,استراحة,الرياض, حطين, الأمير محمد بن عبد العزيز (الرياض),سيارة,"النوع سيدان, اللون أزرق",نعم,غير معروف," $48,263.00 ",مجهول,نعم,معروف,لا,بيضاء,غير معروف,15-20,لا,,أنا تركي الرصيص أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44409 الوقت 16:35 في حي حطين شارع الأمير محمد بن عبد العزيز (الرياض) تمت سرقة سيارة بقيمة 48263 ريال سعودي
حادثة سرقة قصر,هند الجريش,26/02/2021,Friday,11:58,قصر,الرياض, الأندلس, الأمير سعود بن محمد بن مقرن,جهاز منزلي,"النوع كنب, اللون برتقالي",لا,غير معروف," $78,717.00 ",مجهول,نعم,مجهول,لا,بيضاء,غير معروف,27-32,لا,,أنا هند الجريش أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44253 الوقت 11:58 في حي الأندلس شارع الأمير سعود بن محمد بن مقرن تمت سرقة جهاز منزلي بقيمة 78717 ريال سعودي
حادثة سرقة قصر,سعود القطحاني,02/04/2021,Friday,1:04,قصر,الرياض, قرطبة, أبي بكر الصديق (الرياض),ذهب,"النوع خاتم, العيار 14",لا,غير معروف," $4,738.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,بنقالي,33-50,لا,,أنا سعود القطحاني أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44288 الوقت 01:04 في حي قرطبة شارع أبي بكر الصديق (الرياض) تمت سرقة ذهب بقيمة 4738 ريال سعودي
حادثة سرقة منزل,سعود المالك,03/03/2021,Wednesday,18:12,منزل,الرياض, التعاون, الملك عبد العزيز,مبلغ مادي,المبلغ 3652,لا,غير معروف," $3,652.00 ",مشكوك فيه,نعم,معروف,نعم,بيضاء,غير معروف,27-32,لا,,أنا سعود المالك أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44258 الوقت 18:12 في حي التعاون شارع الملك عبد العزيز تمت سرقة مبلغ مادي بقيمة 3652 ريال سعودي
حادثة سرقة استراحة,هاجر القطحاني,19/02/2021,Friday,21:13,استراحة,الرياض, الملك فيصل, أبي بكر الصديق (الرياض),جهاز منزلي,"النوع تلفاز, اللون أسود",لا,كسر الباب," $89,059.00 ",معروف,لا,معروف,لا,حنطية,غير معروف,50+,لا,,أنا هاجر القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44246 الوقت 21:13 في حي الملك فيصل شارع أبي بكر الصديق (الرياض) تمت سرقة جهاز منزلي بقيمة 89059 ريال سعودي
حادثة سرقة شقة,تركي القعود,22/08/2021,Sunday,12:41,شقة,الرياض, القيروان, عثمان بن عفان,جهاز منزلي,"النوع تلفاز, اللون أسود",لا,غير معروف," $32,689.00 ",معروف,نعم,معروف,لا,سمراء,صومالي ,27-32,نعم,,أنا تركي القعود أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44430 الوقت 12:41 في حي القيروان شارع عثمان بن عفان تمت سرقة جهاز منزلي بقيمة 32689 ريال سعودي
حادثة سرقة منزل,في الصفيان,28/02/2021,Sunday,3:58,منزل,الرياض, قرطبة, العليا,ذهب,"النوع عقد, العيار 24",لا,وجود مفتاح ," $78,399.00 ",مشكوك فيه,لا,معروف,نعم,حنطية,غير معروف,15-20,لا,,أنا في الصفيان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44255 الوقت 03:58 في حي قرطبة شارع العليا تمت سرقة ذهب بقيمة 78399 ريال سعودي
حادثة سرقة استراحة,سعود العتيبي,08/02/2021,Monday,5:31,استراحة,الرياض, أم الحمام الغربي, تركي الأول,ذهب,"النوع خاتم, العيار ",نعم,تسلق الجدار," $33,450.00 ",مجهول,لا,مجهول,نعم,سمراء,غير معروف,50+,لا,,أنا سعود العتيبي أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44235 الوقت 05:31 في حي أم الحمام الغربي شارع تركي الأول تمت سرقة ذهب بقيمة 33450 ريال سعودي
حادثة سرقة استراحة,منى  القطحاني,15/06/2021,Tuesday,11:07,استراحة,الرياض, أم الحمام الشرقي, المغيرة بن شعبة,ذهب,"النوع سبيكة, العيار ",لا,غير معروف," $14,126.00 ",معروف,نعم,معروف,لا,بيضاء,غير معروف,21-26,لا,,أنا منى  القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44362 الوقت 11:07 في حي أم الحمام الشرقي شارع المغيرة بن شعبة تمت سرقة ذهب بقيمة 14126 ريال سعودي
حادثة سرقة قصر,منى  النفيسة,30/07/2021,Friday,20:03,قصر,الرياض, الفلاح, الأمير محمد بن عبد العزيز (الرياض),سيارة,"النوع فان, اللون أزرق",لا,كسر الباب," $89,356.00 ",مجهول,لا,معروف,نعم,سمراء,غير معروف,21-26,نعم,,أنا منى  النفيسة أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44407 الوقت 20:03 في حي الفلاح شارع الأمير محمد بن عبد العزيز (الرياض) تمت سرقة سيارة بقيمة 89356 ريال سعودي
حادثة سرقة منزل,لطيفة الخميسي,18/02/2021,Thursday,15:35,منزل,الرياض, الرمال, التخصصي,مبلغ مادي,المبلغ 58974,لا,غير معروف," $58,974.00 ",معروف,نعم,معروف,لا,بيضاء,غير معروف,15-20,نعم,,أنا لطيفة الخميسي أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44245 الوقت 15:35 في حي الرمال شارع التخصصي تمت سرقة مبلغ مادي بقيمة 58974 ريال سعودي
حادثة سرقة استراحة,هند القعود,30/01/2022,Sunday,2:12,استراحة,الرياض, قرطبة, الملك عبد الله,جهاز منزلي,"النوع كنب, اللون أبيض",نعم,غير معروف," $77,081.00 ",مشكوك فيه,لا,مجهول,لا,حنطية,غير معروف,33-50,لا,,أنا هند القعود أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44591 الوقت 02:12 في حي قرطبة شارع الملك عبد الله تمت سرقة جهاز منزلي بقيمة 77081 ريال سعودي
حادثة سرقة قصر,لطيفة الرصيص,22/04/2021,Thursday,13:48,قصر,الرياض, العقيق, التخصصي,سيارة,"النوع هاتش باك, اللون أبيض",نعم,غير معروف," $31,187.00 ",معروف,نعم,معروف,نعم,سمراء,غير معروف,21-26,نعم,,أنا لطيفة الرصيص أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44308 الوقت 13:48 في حي العقيق شارع التخصصي تمت سرقة سيارة بقيمة 31187 ريال سعودي
حادثة سرقة منزل,سعود العقيل,13/04/2021,Tuesday,13:20,منزل,الرياض, التعاون, الحسن بن علي,سيارة,"النوع فان, اللون كحلي",لا,غير معروف," $76,128.00 ",مشكوك فيه,نعم,مجهول,لا,سمراء,باكستاني,27-32,لا,,أنا سعود العقيل أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44299 الوقت 13:20 في حي التعاون شارع الحسن بن علي تمت سرقة سيارة بقيمة 76128 ريال سعودي
حادثة سرقة قصر,نايف الخميسي,27/06/2021,Sunday,18:20,قصر,الرياض, الرمال, الإمام سعود بن عبد العزيز بن محمد,مبلغ مادي,المبلغ 44040,نعم,كسر الباب," $44,040.00 ",مشكوك فيه,نعم,مجهول,لا,سمراء,سعودي,50+,لا,,أنا نايف الخميسي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44374 الوقت 18:20 في حي الرمال شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة مبلغ مادي بقيمة 44040 ريال سعودي
حادثة سرقة منزل,سعد النفيسة,10/03/2021,Wednesday,10:17,منزل,الرياض, النخيل, هشام بن عبد الملك,سيارة,"النوع كوبيه, اللون أزرق",لا,غير معروف," $97,354.00 ",معروف,لا,مجهول,لا,سمراء,غير معروف,50+,نعم,,أنا سعد النفيسة أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44265 الوقت 10:17 في حي النخيل شارع هشام بن عبد الملك تمت سرقة سيارة بقيمة 97354 ريال سعودي
حادثة سرقة شقة,منى  الكريديس,26/02/2021,Friday,8:20,شقة,الرياض, الملقا, الأمير ناصر بن عبد العزيز,ذهب,"النوع خاتم, العيار 22",لا,وجود مفتاح ," $2,842.00 ",معروف,نعم,مجهول,نعم,سمراء,مصري,21-26,لا,,أنا منى  الكريديس أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44253 الوقت 08:20 في حي الملقا شارع الأمير ناصر بن عبد العزيز تمت سرقة ذهب بقيمة 2842 ريال سعودي
حادثة سرقة منزل,عبدالرحمن العقيل,17/02/2021,Wednesday,7:25,منزل,الرياض, النفل, الدائري (الرياض),مبلغ مادي,المبلغ 76249,لا,تسلق الجدار," $76,249.00 ",معروف,لا,معروف,لا,بيضاء,غير معروف,50+,نعم,,أنا عبدالرحمن العقيل أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44244 الوقت 07:25 في حي النفل شارع الدائري (الرياض) تمت سرقة مبلغ مادي بقيمة 76249 ريال سعودي
حادثة سرقة استراحة,سعد المقرن,07/09/2021,Tuesday,15:01,استراحة,الرياض, المغرزات, خريص,مبلغ مادي,المبلغ 33957,نعم,غير معروف," $33,957.00 ",مجهول,نعم,معروف,لا,بيضاء,غير معروف,33-50,نعم,,أنا سعد المقرن أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44446 الوقت 15:01 في حي المغرزات شارع خريص تمت سرقة مبلغ مادي بقيمة 33957 ريال سعودي
حادثة سرقة شقة,سعد العقيل,20/11/2021,Saturday,5:16,شقة,الرياض, أشبيلية, التخصصي,مبلغ مادي,المبلغ 10868,لا,تسلق الجدار," $10,868.00 ",مجهول,لا,معروف,لا,حنطية,هندي,21-26,لا,,أنا سعد العقيل أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44520 الوقت 05:16 في حي أشبيلية شارع التخصصي تمت سرقة مبلغ مادي بقيمة 10868 ريال سعودي
حادثة سرقة قصر,فاطمة العتيبي,13/11/2021,Saturday,21:24,قصر,الرياض, صلاح الدين, الملك خالد,سيارة,"النوع SUV , اللون أسود",لا,تسلق الجدار," $19,103.00 ",مجهول,لا,معروف,لا,بيضاء,هندي,50+,نعم,,أنا فاطمة العتيبي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44513 الوقت 21:24 في حي صلاح الدين شارع الملك خالد تمت سرقة سيارة بقيمة 19103 ريال سعودي
حادثة سرقة استراحة,فاطمة النفيسة,01/12/2021,Wednesday,4:10,استراحة,الرياض, العقيق, الملك خالد,مبلغ مادي,المبلغ 28311,لا,غير معروف," $28,311.00 ",معروف,نعم,مجهول,نعم,حنطية,غير معروف,21-26,نعم,,أنا فاطمة النفيسة أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44531 الوقت 04:10 في حي العقيق شارع الملك خالد تمت سرقة مبلغ مادي بقيمة 28311 ريال سعودي
حادثة سرقة قصر,ندى العتيبي,29/03/2021,Monday,2:03,قصر,الرياض, الجنادرية, الأمير بدر بن عبد العزيز,مبلغ مادي,المبلغ 33178,لا,غير معروف," $33,178.00 ",معروف,نعم,مجهول,نعم,سمراء,هندي,21-26,نعم,,أنا ندى العتيبي أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44284 الوقت 02:03 في حي الجنادرية شارع الأمير بدر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 33178 ريال سعودي
حادثة سرقة شقة,لطيفة الجريش,18/08/2021,Wednesday,23:29,شقة,الرياض, اليرموك, الأمير سلطان بن عبد العزيز,مبلغ مادي,المبلغ 67137,نعم,غير معروف," $67,137.00 ",مجهول,نعم,معروف,لا,سمراء,باكستاني,21-26,نعم,,أنا لطيفة الجريش أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44426 الوقت 23:29 في حي اليرموك شارع الأمير سلطان بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 67137 ريال سعودي
حادثة سرقة شقة,هاجر الشلهوب,15/02/2021,Monday,9:05,شقة,الرياض, الفلاح, الأمير نايف بن عبد العزيز,جهاز منزلي,"النوع تلفاز, اللون أحمر",لا,كسر الباب," $89,329.00 ",مشكوك فيه,نعم,معروف,نعم,سمراء,هندي,33-50,نعم,,أنا هاجر الشلهوب أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44242 الوقت 09:05 في حي الفلاح شارع الأمير نايف بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 89329 ريال سعودي
حادثة سرقة استراحة,لطيفة القعود,10/05/2021,Monday,21:32,استراحة,الرياض, صلاح الدين, الأمير سلطان بن عبد العزيز,مبلغ مادي,المبلغ 76527,لا,غير معروف," $76,527.00 ",معروف,لا,مجهول,نعم,بيضاء,غير معروف,15-20,نعم,,أنا لطيفة القعود أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44326 الوقت 21:32 في حي صلاح الدين شارع الأمير سلطان بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 76527 ريال سعودي
حادثة سرقة قصر,في الشلهوب,24/10/2021,Sunday,8:55,قصر,الرياض, النخيل, الدائري (الرياض),ذهب,"النوع سبيكة, العيار 18",لا,تسلق الجدار," $33,560.00 ",مشكوك فيه,نعم,معروف,لا,بيضاء,غير معروف,50+,نعم,,أنا في الشلهوب أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44493 الوقت 08:55 في حي النخيل شارع الدائري (الرياض) تمت سرقة ذهب بقيمة 33560 ريال سعودي
حادثة سرقة قصر,منى  العقيل,16/12/2021,Thursday,20:39,قصر,الرياض, الوادي, الإمام سعود بن عبد العزيز بن محمد,سيارة,"النوع هاتش باك, اللون أزرق",نعم,غير معروف," $18,132.00 ",معروف,نعم,مجهول,نعم,بيضاء,غير معروف,21-26,نعم,,أنا منى  العقيل أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44546 الوقت 20:39 في حي الوادي شارع الإمام سعود بن عبد العزيز بن محمد تمت سرقة سيارة بقيمة 18132 ريال سعودي
حادثة سرقة منزل,منى  القعود,28/01/2021,Thursday,10:28,منزل,الرياض, العارض, خالد بن الوليد,مبلغ مادي,المبلغ 36557,لا,وجود مفتاح ," $36,557.00 ",معروف,لا,مجهول,لا,سمراء,باكستاني,27-32,نعم,,أنا منى  القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44224 الوقت 10:28 في حي العارض شارع خالد بن الوليد تمت سرقة مبلغ مادي بقيمة 36557 ريال سعودي
حادثة سرقة منزل,عبدالله العقيل,16/04/2021,Friday,19:24,منزل,الرياض, المرسلات, الملك خالد,ذهب,"النوع سبيكة, العيار ",لا,غير معروف," $69,000.00 ",معروف,نعم,مجهول,نعم,بيضاء,غير معروف,27-32,نعم,,أنا عبدالله العقيل أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44302 الوقت 19:24 في حي المرسلات شارع الملك خالد تمت سرقة ذهب بقيمة 69000 ريال سعودي
حادثة سرقة قصر,سعد الطاسان,08/01/2022,Saturday,15:13,قصر,الرياض, النرجس, خريص,مبلغ مادي,المبلغ 18695,نعم,كسر الباب," $18,695.00 ",معروف,لا,معروف,نعم,سمراء,هندي,33-50,نعم,,أنا سعد الطاسان أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44569 الوقت 15:13 في حي النرجس شارع خريص تمت سرقة مبلغ مادي بقيمة 18695 ريال سعودي
حادثة سرقة استراحة,نايف المشيقح,05/12/2021,Sunday,11:48,استراحة,الرياض, أم الحمام الشرقي, أبي بكر الصديق (الرياض),جهاز منزلي,"النوع تلفاز, اللون أصفر",لا,وجود مفتاح ," $85,045.00 ",معروف,نعم,معروف,نعم,حنطية,صومالي ,50+,نعم,,أنا نايف المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44535 الوقت 11:48 في حي أم الحمام الشرقي شارع أبي بكر الصديق (الرياض) تمت سرقة جهاز منزلي بقيمة 85045 ريال سعودي
حادثة سرقة استراحة,عبدالله المقرن,24/02/2021,Wednesday,23:00,استراحة,الرياض, المونسية, الأمير سلطان بن عبد العزيز,جهاز منزلي,"النوع كنب, اللون رصاصي",لا,وجود مفتاح ," $9,962.00 ",معروف,لا,مجهول,نعم,حنطية,غير معروف,27-32,نعم,,أنا عبدالله المقرن أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44251 الوقت 23:00 في حي المونسية شارع الأمير سلطان بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 9962 ريال سعودي
حادثة سرقة شقة,عبدالله القطحاني,26/04/2021,Monday,6:47,شقة,الرياض, غرناطة, الحسن بن علي,مبلغ مادي,المبلغ 94282,لا,كسر الباب," $94,282.00 ",مجهول,لا,مجهول,نعم,بيضاء,بنقالي,50+,نعم,,أنا عبدالله القطحاني أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44312 الوقت 06:47 في حي غرناطة شارع الحسن بن علي تمت سرقة مبلغ مادي بقيمة 94282 ريال سعودي
حادثة سرقة استراحة,تركي القطحاني,03/06/2021,Thursday,11:40,استراحة,الرياض, الرائد, الشيخ جابر الأحمد الصباح,جهاز منزلي,"النوع كنب, اللون أسود",لا,غير معروف," $20,815.00 ",معروف,لا,معروف,لا,حنطية,غير معروف,15-20,نعم,,أنا تركي القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44350 الوقت 11:40 في حي الرائد شارع الشيخ جابر الأحمد الصباح تمت سرقة جهاز منزلي بقيمة 20815 ريال سعودي
حادثة سرقة منزل,سعد القعود,07/12/2021,Tuesday,2:07,منزل,الرياض, النرجس, الملك فهد,سيارة,"النوع هاتش باك, اللون أبيض",نعم,غير معروف," $95,475.00 ",مشكوك فيه,لا,معروف,نعم,بيضاء,غير معروف,27-32,نعم,,أنا سعد القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44537 الوقت 02:07 في حي النرجس شارع الملك فهد تمت سرقة سيارة بقيمة 95475 ريال سعودي
حادثة سرقة شقة,هاجر الطاسان,05/07/2021,Monday,2:59,شقة,الرياض, الفلاح, العليا,جهاز منزلي,"النوع غسالة, اللون أصفر",نعم,غير معروف," $3,944.00 ",معروف,نعم,مجهول,نعم,سمراء,غير معروف,21-26,نعم,,أنا هاجر الطاسان أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44382 الوقت 02:59 في حي الفلاح شارع العليا تمت سرقة جهاز منزلي بقيمة 3944 ريال سعودي
حادثة سرقة استراحة,نايف المالك,15/03/2021,Monday,21:05,استراحة,الرياض, المعيزلية, الأمير ماجد بن عبد العزيز,جهاز منزلي,"النوع تلفاز, اللون أصفر",لا,غير معروف," $82,383.00 ",مشكوك فيه,لا,معروف,لا,حنطية,غير معروف,27-32,لا,,أنا نايف المالك أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44270 الوقت 21:05 في حي المعيزلية شارع الأمير ماجد بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 82383 ريال سعودي
حادثة سرقة قصر,فاطمة القطحاني,26/03/2021,Friday,17:20,قصر,الرياض, المحمدية, خالد بن الوليد,جهاز منزلي,"النوع كنب, اللون أزرق",نعم,غير معروف," $33,440.00 ",مشكوك فيه,نعم,معروف,نعم,سمراء,بنقالي,33-50,لا,,أنا فاطمة القطحاني أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44281 الوقت 17:20 في حي المحمدية شارع خالد بن الوليد تمت سرقة جهاز منزلي بقيمة 33440 ريال سعودي
حادثة سرقة استراحة,هاجر القطحاني,04/01/2021,Monday,22:57,استراحة,الرياض, المعذر, هشام بن عبد الملك,ذهب,"النوع خاتم, العيار 24",لا,غير معروف," $1,030.00 ",مجهول,نعم,معروف,نعم,بيضاء,غير معروف,33-50,نعم,,أنا هاجر القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44200 الوقت 22:57 في حي المعذر شارع هشام بن عبد الملك تمت سرقة ذهب بقيمة 1030 ريال سعودي
حادثة سرقة قصر,في الكريديس,30/08/2021,Monday,22:52,قصر,الرياض, العليا, العليا,ذهب,"النوع سبيكة, العيار 18",نعم,غير معروف," $87,696.00 ",معروف,نعم,مجهول,لا,سمراء,غير معروف,21-26,نعم,,أنا في الكريديس أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44438 الوقت 22:52 في حي العليا شارع العليا تمت سرقة ذهب بقيمة 87696 ريال سعودي
حادثة سرقة قصر,هند المالك,19/07/2021,Monday,14:51,قصر,الرياض, الأندلس, العليا,جهاز منزلي,"النوع كنب, اللون رصاصي",نعم,كسر الباب," $24,042.00 ",معروف,لا,مجهول,لا,بيضاء,غير معروف,50+,لا,,أنا هند المالك أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44396 الوقت 14:51 في حي الأندلس شارع العليا تمت سرقة جهاز منزلي بقيمة 24042 ريال سعودي
حادثة سرقة استراحة,هاجر الرصيص,11/06/2021,Friday,23:36,استراحة,الرياض, النرجس, الأمير سلمان بن محمد بن سعود,سيارة,"النوع سيدان, اللون رصاصي",نعم,غير معروف," $80,075.00 ",معروف,نعم,معروف,لا,سمراء,غير معروف,21-26,نعم,,أنا هاجر الرصيص أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44358 الوقت 23:36 في حي النرجس شارع الأمير سلمان بن محمد بن سعود تمت سرقة سيارة بقيمة 80075 ريال سعودي
حادثة سرقة منزل,فاطمة العتيبي,05/11/2021,Friday,14:04,منزل,الرياض, الأندلس, الأمير محمد بن عبد العزيز (الرياض),جهاز منزلي,"النوع غسالة, اللون أصفر",نعم,كسر الباب," $17,943.00 ",مشكوك فيه,نعم,معروف,نعم,سمراء,هندي,27-32,لا,,أنا فاطمة العتيبي أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44505 الوقت 14:04 في حي الأندلس شارع الأمير محمد بن عبد العزيز (الرياض) تمت سرقة جهاز منزلي بقيمة 17943 ريال سعودي
حادثة سرقة منزل,تركي القعود,25/08/2021,Wednesday,21:47,منزل,الرياض, الوادي, الأمير ناصر بن عبد العزيز,مبلغ مادي,المبلغ 18105,نعم,غير معروف," $18,105.00 ",معروف,لا,معروف,نعم,بيضاء,هندي,33-50,نعم,,أنا تركي القعود أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44433 الوقت 21:47 في حي الوادي شارع الأمير ناصر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 18105 ريال سعودي
